20062,20835
2684,15544
13191,18068
19311,18474,8758,22775
18391,
16666,11192
13269,
11900,
4033,11294,17496
11322,
16683,
5999,11218,14654
11616,12552,6025
3487,
23010,
14559,12696,20523,14102,20368
1681,18064
18474,19311,19717,22497,7671
5733,12196
18253,21763,21750,9752
22684,
9419,
23183,23100
19859,21681
18494,
5916,
20275,
18870,9684
16583,16266,739,7457
10924,20592,12382
18113,7859,13476,21406
9017,
5788,
4259,
4266,11098
548,18699
15225,5549,13448
23676,7781
15428,
17205,12681,15875
14447,17819
19768,12033,6941
13439,
20781,1003
17432,15288
16738,4200,17196
22104,10668,1587,13697,17823
7511,12344
1766,19408
3283,
3353,
14315,386
8892,1264
8455,10186
10245,18151,7821
18935,
15206,8953
9402,50,3976
6843,2174,13006
8517,10791
15060,
2623,18456
3363,
15566,
13523,23297
11899,12024,19827,14164
21640,4732,23478
2677,20100,19082
21204,1698
684,9392,10524
11151,
18837,13462
13802,
14107,18718,20911,3904
11770,6439,16181,19299
10494,6679,15923,1845
2790,
8461,16592
3212,5928,2228
23480,2178,11863
15042,
5763,
564,200,2627,20068
1600,3214,5710,10719
15487,16554,11273,12691
3659,1823,10657
13828,
9503,8338
12153,19723
13530,16239
12508,11748
3733,21865,2376
8831,
1633,
22229,2905,22745
5474,
11467,16081,9024
8115,
8399,
20051,15756,14922,7959
327,4394,23371
13341,
16534,
10766,14459
3474,6715,22949,13923
4903,
8767,5618,6162,16335
18976,15004,21246
16633,14254
4511,16291,13100
21458,23173
9774,9233
21141,697
19949,23419
6135,12549,13213,8727
16827,11051,9214
719,5490
16097,21367
21098,6483
17871,4394,6046
5935,20899,16632,17578
18313,15814,18341
3126,
10251,21671,12457
6975,21646,4752,17330,2559
19610,
9705,19439
4707,4253,12039,7913,6956
8841,13472
9730,11793
16005,13196
11027,
7714,8693
14904,16256
19430,9636
21216,2681
20334,6326
15355,6096
9659,23656,6481,5736,8939
18412,17436,19115
3071,
36,13357
17883,7132
6730,342,6300
4743,12087,9602,6246,13038
20380,
13695,19519
2852,
15400,11257,16417
5747,11814
14863,
9713,
3738,14495
8919,17178,14557,2657,10697,7717
10045,1214
9454,
8152,9085,12030
743,16820
22923,13366,2088
7192,
23541,8058
35,408,1139
17513,6798,9404
8224,73
3227,435
10135,
23455,9277
22205,1604,4597
23148,
4253,4707
4116,22632
5983,
6693,
1289,13366
20288,
2930,18039
1748,
20892,2112,14515
7327,21236,4123
23003,12785,12236
2426,9998,8286
12999,4242,23621
22118,
1511,
7590,17293,14433
9486,20164
2389,19907,21127,3235,13506
20833,8899,3997
20035,
18728,16696
8120,5295
10310,
17531,18415
7469,9164,13175
8020,
3785,4570
2153,23725,11588
104,
2042,19499,5118,23696
5955,16713
4480,20178
12522,
3287,23244
8114,
14054,
11962,23416
22736,8716
8552,9398,8041
3878,
14464,
14093,2843,12075
9902,9501,19354,10526
10476,
15844,14510
18077,9593
22144,287,4890
12588,
19500,5332,1944
1216,6368
7701,3567
16220,7089
19328,6452
4344,14948
19135,
15181,22213,23491
8118,
10288,12866,15847
607,
6291,14806
10698,1276
5103,23450
4875,11202,17274,2656
16435,15066,20243
857,5805
16802,
16537,929,4329
21340,6000
16079,
12126,906,12006,11829
21896,7610
5486,13652
22093,
19786,12692
3687,
45,
22234,23716
8448,
20045,6519
5334,4058
21096,22307,114,18651
1430,5092,13070
16246,20479
23196,14305,20420
22784,
1531,6635
6947,8920,15730,14526
5655,20854
1298,
586,1455
13294,9572,20171
21626,9314,7794
12533,1358,7547
7506,8411
292,
22828,
8142,12567
21130,6897,6827,11914
16573,23041,14442
21391,2158
15261,
5467,14652,21283
13725,
23274,926
5497,
21651,15556
14766,
8269,6662
19277,9906
6933,18663,8356,1580,1927,8508
13581,21512,11584,17622,15441
11199,19085
3427,1892,13261,22960
20262,
3036,17130
15300,
13531,5223
7279,17009,3499,8836
10915,4464,16687
8844,
3942,9548,5360,15965
11916,
11873,
21368,4442,14186
1367,21831
17466,17850
3275,6889,20717,4289
4292,1254
5349,
21917,6391
13540,5853
10666,11513
17865,17767
13692,8350,12034
12898,10046,3699
14434,21769
21063,20980
19629,18595
19320,14299,6246
5573,18420,22525
10129,
14686,
21491,12059
10013,8365
15618,
13485,
9996,
21277,
1676,21271
16713,5955,9265
15398,8183,8740,21159
21861,
16358,
17158,
21375,
13978,3770,19409
11334,19762
12283,1027,12969
4915,
16604,18755,7145,10270
16432,6904
6825,
11659,2772
4011,3235,15703
1645,
937,3209
23152,
906,12126,14913,17618,8271,10063,8757
6236,21402
17062,7354,10535
6798,17513,19491,20335
21464,
7034,14812
19516,
201,
10024,15336,11898,4302
19718,4905
23343,
6910,17945,1812
14933,11765,10591
14355,
13039,5413
17394,5417
6088,8629,7162
13981,5682
8629,6088,23636,7101,20494
9235,19935
22645,6934,3512,182
16554,15487,6654,12438
5901,19530
2534,
7628,5928,21367
17690,2614,4877
6689,16639
384,
7354,17062
16925,498
1874,5340
8350,13692,554,20597
18963,21118,18725,869,4365
19887,
18255,434,11213,1396
15278,
11468,11451
12707,15448,9569,6367
23352,10301
4102,14868,9596
20346,23566
6012,22440,9287
11225,7764
3669,9751,13326
13949,
16344,881
22366,
13942,
8666,2858,7412,20529
4085,10846,12784,1612,12413
13723,1227
10379,9050
9956,
2062,
10960,2401
5594,
4686,
21114,
3352,5765
9186,966
6243,15077
15580,
13467,23337
2005,10043,132
12660,22529,13748
6419,
5715,8199,16175,12499
13370,22052
15187,
13524,
15006,
6355,17529
6538,
12849,6179,5228
18328,16462,3612
8855,9876
11291,2546
16266,16583,10727
17976,
16486,
4473,4187
4425,1866
14691,10120
8806,20167
3560,16089,6403
19339,19978,16075
12750,10836,11808
4844,
8058,23541,3820
16091,21074
15356,2622,19323,10183
7287,12117
3015,
13144,23666
16248,
16904,5752
17306,
19589,12929,8277
2362,17713,20195
16949,7001
13638,10394
22106,10870,7763
12632,3222
3211,2209,12681,23687,4978,23307,15402
11219,19371,14165
17979,22882
8901,14932,2729,3837
13527,22143
8782,23563
20842,11492,569
11305,
5549,15225
14981,
18569,4853,2204
9280,
13745,19528,23281,16541,6557,9336,15740
23244,3287,4412,11340
23687,3211
18393,
21716,
20687,8059
9365,15799,19818
11743,15298
10507,
475,14659
2387,
23709,
4377,12629,1460
10081,
9361,
6596,
18718,14107,2340
2044,22593
3923,6242,20846
8467,7277
9726,17915,10874
10360,2496,13697
14755,
8518,2559
14138,15807,9873,23341,6157
9771,
899,1347
18539,9898,4073,7319,17742,20056
22403,20764
22426,10480
20989,7360
7467,8029,16120
5866,1643,12470,22904
14499,7091,18642
13229,
6499,4198,21056
15673,13165
9058,8764
9265,16713
1183,
15118,3550
20001,13385
3367,16102
21203,15406
4557,3129,10992
19819,
11356,
23313,23546,19241,2674,9050
2169,7381
11390,1954
9702,
20980,21063
20673,10514
20105,14970,9407
13573,9654,5660
22377,13756
20146,2783
21299,21915
2255,17553
8864,23299
10348,3922,18215
22370,10672
3674,
4740,7208
14009,12402
16433,
22863,4822
18965,
13884,5515
23165,17568,4399
2301,12260,3899
7135,18251
3024,11310
14406,10762
2749,18249
5372,
13422,
6914,
6951,2885
16984,4485
21037,8689,869,18392
11415,
15843,
23011,
22274,2022,21116
9670,6037,3690,22919,10663
15470,7740
8726,8038
19536,
7650,6217
1458,10613,7454
18543,15533,4966
14190,
3954,13048
10357,1941,3837
12024,11899
16170,3520,2443
9624,
7722,13713
5677,13416,4673,7970
2572,
9363,5130,11818
6893,
6511,23587,9643
381,19244
981,19692
7500,16544
15123,11653,1906
21182,3463,1112
1384,
513,10009,10237
14525,
20214,13746,20196
13462,18837
3101,11612,13204,11888
11419,20391
19406,18472
14947,
6581,23542
4746,
2767,6813
4060,9000
14129,17529
4462,
1093,6707
19005,2609
452,9512,4895,6714
15478,
3947,
20987,
23725,2153,1363,7756,9076
12909,20635
21052,
370,
10480,15235,22426
20753,19379,652,17065,12951
16779,
12981,5546,8732,16240,14886
4848,15885,4046,2453
2596,
15770,19544,4779
4846,
2924,
21723,9887,12212
2360,3595,20692
7699,10456,19310,6657
6546,19103,5097,7418
22148,8986
14913,906,21004
2146,6701,4194
16426,
1413,9689
16552,4745
11154,18218
15122,9024,7077
12228,3904
17380,764
23745,21385,252
11520,8798,8199
22427,17901,2680
22625,6864
9621,13338,12080
9214,16827
2555,23592
58,
13742,
15548,
4150,12643
19655,16707
8630,9807
1535,656,3858,5904
22986,22753
23109,16461,16494,18642
5051,19481,22766,5708,10521
15859,18039
15799,1148,9365,19404
21000,1605,21323,21166
20039,11639
9133,16637
11910,1372,11977
7553,
9913,21578
6028,21931
5475,
17878,14482
13827,9241,7151
2291,
10549,
18004,21904
20465,555
17739,3449,9478,21017,14945
16857,
5326,4837,1545
18083,14325
16621,11317
19579,11319
19318,11752,2460
31,
4529,3231
14995,
9843,22164
19715,17994,23155
12079,4370
2646,3193
323,765,4803
4392,
19565,3760,12426
21301,1604,21610
1863,11846,10719
19196,14418
22111,10996
23365,
20229,
9729,8089,14613
19086,2009
736,8822,14508
5981,
14362,
9530,1912
18155,9607,6857
8407,3551
7552,
7364,23072,21967
5211,3148,5147
5636,21691
9061,10740,21831
16461,23109,11263
10953,
19408,1766
21055,19026
13816,19745,3624,11932,11765
15565,
11500,
8961,16296,2837
23660,
7448,12558,20962,7016
12624,21868,15095,19591
22781,
19477,6137
689,
9071,
14511,9081,8972
20677,
6869,
21578,9913,6866
16140,
15795,15414,19578,7110
16638,16120,1905
12595,10580
13291,
21615,14861
23648,
2560,12782
2056,
20613,4326
14673,397
7754,
8957,20433
3464,8193,14990
10017,9569,17225
3861,18073,4626,6714,20411
23221,
19014,4851,1761
6809,
18086,
17098,2729,10211
22223,21663
16748,
12600,22894
5199,
492,22593,6253,3063
11767,8498,9052
5136,1046
19499,2042,19630
23072,7364
14305,23196
386,14315,13856
6587,
15929,8888,15176
19090,1603
22817,
17691,20831
10207,13625
5099,
23447,20785,14132
16311,19465,20755
21040,4144,17194
9998,2426,7151,14273
23283,18593,9757
10298,4981
1283,21201,10102
7730,20906
12696,14559,1359
14397,
11819,1777,6336
19081,
16291,4511,11851
7829,
15745,
18489,15620
15421,
19463,23531,15412
9350,2003,1359,12211
13374,2203
13675,1271,11321
19305,14321
2716,19519,21663
3746,19322
2413,
5755,16704,5767
2477,2865,13424,18604
1312,
19112,
5551,21499
9271,7673
15061,3080
7308,17363,7937,19063
10537,
16594,2238
21174,
4611,
2253,22720
5534,
3800,5643
9627,8049,3639,19829
2863,
19795,6434
23193,14460
10921,19221
8680,
19537,15529
21974,
3423,9686,18912,14118
18374,23737
17470,7764,9808
9786,11793
9004,
1036,9481,1460
12470,22706,5866
8699,11133,18106
17996,634
15738,
9526,8981
3114,21268,22981
5438,17578,12247
15926,7915,6474,9862
3201,15235,5967
6443,9585
10934,11057
6922,7268
6408,
19773,8175,19632
2233,
22276,
10931,19262
11793,9730,9786,20573
19790,
16939,16972,12366
22952,22758
23438,21226,18891
12759,5479
1085,5963
21646,6975,21611,20553
21743,16557
20264,23710
4204,21370,792
18736,13413
23009,21329
19766,23366
16847,19792,12713,16878
19803,
21750,18253,16482
4705,
17407,
10992,4557
